1440.699951172,2e-09
1440.739990234,2.4e-08
1440.780029297,7e-09
1440.820068359,3e-09
1440.859985352,5e-09
1440.899902344,0.0
1440.939941406,0.0
1440.979980469,2.3e-08
1441.020019531,1.7e-08
1441.060058594,6e-09
1441.100097656,1.5e-08
1441.139892578,6e-09
1441.179931641,1.8e-08
1441.219970703,1e-09
1441.260009766,1.8e-08
1441.300048828,0.0
1441.340087891,1.6e-08
1441.380004883,1.2e-08
1441.419921875,6e-09
1441.459960938,1e-08
1441.5,5e-09
1441.540039062,1.4e-08
1441.580078125,0.0
1441.619995117,4.7e-08
1441.659912109,1.6e-08
1441.699951172,1.7e-08
1441.739990234,5e-09
1441.780029297,1e-09
1441.820068359,3.8e-08
1441.859985352,1.8e-08
1441.900024414,3.6e-08
1441.939941406,4.8e-08
1441.979980469,2.5e-08
1442.020019531,2.8e-08
1442.060058594,5.1e-08
1442.099975586,4.2e-08
1442.140014648,5.3e-08
1442.179931641,4.1e-08
1442.219970703,1.8e-08
1442.260009766,3.5e-08
1442.300048828,3.3e-08
1442.33996582,4.8e-08
1442.380004883,3.3e-08
1442.419921875,5.6e-08
1442.459960938,2.2e-08
1442.5,1.6e-08
1442.540039062,6e-09
1442.579956055,2.6e-08
1442.619995117,3e-08
1442.66003418,5e-08
1442.699951172,3.4e-08
1442.739990234,4.2e-08
1442.780029297,4.4e-08
1442.820068359,3.5e-08
1442.859985352,5.4e-08
1442.900024414,5.3e-08
1442.939941406,5.7e-08
1442.979980469,6e-08
1443.020019531,5.6e-08
1443.060058594,5.4e-08
1443.099975586,5.2e-08
1443.140014648,3.6e-08
1443.180053711,5e-08
1443.219970703,5.3e-08
1443.260009766,5.6e-08
1443.300048828,4.3e-08
1443.33996582,5.5e-08
1443.380004883,6.6e-08
1443.420043945,8.2e-08
1443.459960938,5.5e-08
1443.5,6.3e-08
1443.540039062,6.5e-08
1443.579956055,3.5e-08
1443.619995117,6e-08
1443.66003418,4.5e-08
1443.699951172,5.6e-08
1443.739990234,6.4e-08
1443.780029297,5.6e-08
1443.819946289,5.7e-08
1443.859985352,6.7e-08
1443.900024414,8.1e-08
1443.940063477,6.8e-08
1443.979980469,8.7e-08
1444.020019531,3.9e-08
1444.059936523,6.1e-08
1444.099975586,6.3e-08
1444.140014648,6.8e-08
1444.180053711,5e-08
1444.219970703,8.6e-08
1444.260009766,5.1e-08
1444.299926758,6.9e-08
1444.33996582,5.9e-08
1444.380004883,6.9e-08
1444.420043945,5.4e-08
1444.460083008,7.5e-08
1444.5,6.7e-08
1444.539916992,7.8e-08
1444.579956055,7.5e-08
1444.619995117,8.5e-08
1444.66003418,7.7e-08
1444.700073242,6.6e-08
1444.739990234,7.2e-08
1444.780029297,6e-08
1444.819946289,6.9e-08
1444.859985352,8.9e-08
1444.900024414,8e-08
1444.940063477,7.8e-08
1444.979980469,8.2e-08
1445.020019531,5.2e-08
1445.059936523,5.9e-08
1445.099975586,7.3e-08
1445.140014648,7.2e-08
1445.180053711,7.1e-08
1445.220092773,5.3e-08
1445.260009766,6.9e-08
1445.299926758,8.1e-08
1445.33996582,7.6e-08
1445.380004883,6.2e-08
1445.420043945,6.6e-08
1445.460083008,5.1e-08
1445.5,5.8e-08
1445.539916992,7.8e-08
1445.579956055,4.2e-08
1445.619995117,6.1e-08
1445.66003418,7.6e-08
1445.700073242,6e-08
1445.740112305,6.6e-08
1445.779907227,4.6e-08
1445.819946289,7.4e-08
1445.859985352,7.1e-08
1445.900024414,7.2e-08
1445.940063477,8.7e-08
1445.980102539,6.2e-08
1446.019897461,7.2e-08
